Hãng,Dòng xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Nhiên liệu,Dung tích,Số chỗ,Giá (triệu)
honda,city,2022,Xe đã dùng,18000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,510
vinfast,1083,2022,Xe đã dùng,6500.0,Trong nước,,Số tự động,Xăng,2.0,,630
honda,civic,2008,Xe đã dùng,100000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.5,5.0,215
lexus,rx,2020,Xe đã dùng,29999.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,7.0,2950
chevrolet,spark,2018,Xe đã dùng,115400.0,Trong nước,Hatchback,Số tay,Xăng,0.8,5.0,180
suzuki,xl7,2022,Xe đã dùng,50000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,490
hyundai,i10,2019,Xe đã dùng,70000.0,Trong nước,Sedan,Số tay,Xăng,1.2,5.0,265
kia,soluto,2020,Xe đã dùng,78000.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,380
toyota,vios,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,465
mazda,6,2016,Xe đã dùng,138.0,,Sedan,Số tự động,Xăng,2.0,5.0,466
kia,rondo,2018,Xe đã dùng,72000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,7.0,420
toyota,fortuner,2022,Xe đã dùng,10000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.4,7.0,1025
daewoo,lacetti,2010,Xe đã dùng,60000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.6,5.0,165
toyota,raize,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.0,5.0,532
mazda,cx5,2018,Xe đã dùng,65000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.5,5.0,625
bmw,x6,2008,Xe đã dùng,78803.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,5.0,600
toyota,innovacross,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,8.0,810
mitsubishi,xpander,2020,Xe đã dùng,80000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,499
daewoo,leganza,2001,Xe đã dùng,150000.0,Nhập khẩu,,Số tay,Xăng,,,59
mitsubishi,attrage,2020,Xe đã dùng,56000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.2,5.0,365
chevrolet,colorado,2017,Xe đã dùng,68000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,480
toyota,zace,2003,Xe đã dùng,23145.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.8,8.0,169
ford,territory,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.5,5.0,822
suzuki,swift,2016,Xe đã dùng,70000.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,348
honda,crv,2014,Xe đã dùng,80000.0,,SUV /Crossover,Số tự động,Xăng,2.0,5.0,485
toyota,fortuner,2020,Xe đã dùng,20000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.4,7.0,905
hyundai,i10,2017,Xe đã dùng,130000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.2,5.0,225
hãng khác,dòngkhác,2000,Xe đã dùng,12453.0,Trong nước,,Số tự động,Xăng,,,38
hyundai,creta,2022,Xe đã dùng,44000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,590
vinfast,1083,2021,Xe đã dùng,43000.0,Trong nước,,Số tự động,Xăng,2.0,,665
mercedes benz,glc,2022,Xe đã dùng,28000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1469
ford,ranger,2019,Xe đã dùng,60000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,595
hyundai,accent,2020,Xe đã dùng,46000.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,425
ford,focus,2019,Xe đã dùng,50000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,430
lexus,gx,2014,Xe đã dùng,61234.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,4.7,7.0,2190
chevrolet,colorado,2016,Xe đã dùng,4.0,,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,440
toyota,avanza,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.3,7.0,550
hyundai,accent,2023,Xe đã dùng,32000.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,412
toyota,fortuner,2020,Xe đã dùng,50000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.4,7.0,910
toyota,camry,2023,Xe mới,0.0,Trong nước,Sedan,Số tự động,Dầu,2.5,5.0,1118
ford,everest,2013,Xe đã dùng,100000.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.5,7.0,365
toyota,landcruiser,1989,Xe đã dùng,12343.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,4.0,7.0,680
chevrolet,colorado,2018,Xe đã dùng,124.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,430
suzuki,xl7,2022,Xe đã dùng,390000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,510
daewoo,matiz,2004,Xe đã dùng,12345.0,Trong nước,Hatchback,Số tay,Xăng,0.8,5.0,88
hyundai,i10,2014,Xe đã dùng,95000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.2,5.0,268
toyota,innova,2015,Xe đã dùng,80000.0,,SUV /Crossover,Số tay,Xăng,2.0,8.0,385
daewoo,matiz,2004,Xe đã dùng,100000.0,Nhập khẩu,Hatchback,Số tay,Xăng,0.8,5.0,75
kia,seltos,2021,Xe đã dùng,59000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.4,5.0,545
vinfast,1083,2019,Xe đã dùng,19000.0,Trong nước,,Số tự động,Xăng,2.0,,700
landrover,rangerover,2019,Xe đã dùng,37000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,5.0,4.0,5590
daewoo,gentra,2009,Xe đã dùng,10000.0,,Sedan,Số tay,Xăng,1.5,5.0,86
peugeot,408,2014,Xe đã dùng,21000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.6,5.0,329
toyota,fortuner,2015,Xe đã dùng,95000.0,,SUV /Crossover,Số tự động,Xăng,2.4,7.0,570
vinfast,fadil,2019,Xe đã dùng,54000.0,Trong nước,Hatchback,Số tự động,Xăng,1.4,5.0,275
hyundai,creta,2022,Xe đã dùng,25000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,5.0,635
kia,morning,2011,Xe đã dùng,120000.0,Nhập khẩu,Hatchback,Số tay,Xăng,1.2,5.0,120
mercedes benz,eclass,2014,Xe đã dùng,80000.0,,Sedan,Số tự động,Xăng,2.0,5.0,690
mazda,cx5,2019,Xe đã dùng,28000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.5,5.0,680
acura,rdx,2008,Xe đã dùng,66000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.3,5.0,368
toyota,camry,2003,Xe đã dùng,88000.0,Trong nước,Sedan,Số tay,Xăng,2.5,5.0,168
kia,k3,2022,Xe đã dùng,30000.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,668
mitsubishi,outlander,2018,Xe đã dùng,70000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,7.0,535
mercedes benz,gl,2007,Xe đã dùng,70000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,4.7,7.0,750
mercedes benz,dòngkhác,2015,Xe đã dùng,83000.0,Nhập khẩu,,Số tự động,Xăng,,,699
nissan,almera,2021,Xe đã dùng,10000.0,,Sedan,Số tự động,Xăng,1.0,5.0,475
toyota,vios,2011,Xe đã dùng,100000.0,,Sedan,Số tự động,Xăng,1.5,5.0,295
ford,everest,2012,Xe đã dùng,120000.0,Nhập khẩu,SUV /Crossover,Số tay,Dầu,2.5,7.0,315
toyota,vios,2020,Xe đã dùng,,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,468
vinfast,1083,2020,Xe đã dùng,34000.0,Trong nước,,Số tự động,Xăng,2.0,,570
lexus,rx,2010,Xe đã dùng,82000.0,,SUV /Crossover,Số tự động,Xăng,3.5,7.0,799
kia,morning,2016,Xe đã dùng,80000.0,,Hatchback,Số tay,Xăng,1.2,5.0,185
honda,civic,2007,Xe đã dùng,100000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,225
kia,morning,2011,Xe đã dùng,80000.0,,Hatchback,Số tự động,Xăng,1.2,5.0,239
ford,ranger,2016,Xe đã dùng,70000.0,,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,435
ford,fiesta,2014,Xe đã dùng,125000.0,,Hatchback,Số tự động,Xăng,1.0,5.0,255
lexus,rx,2010,Xe đã dùng,69999.0,,SUV /Crossover,Số tự động,Xăng,3.5,7.0,990
mercedes benz,dòngkhác,2021,Xe đã dùng,10000.0,Nhập khẩu,,Số tự động,Xăng,,,10599
kia,morning,2010,Xe đã dùng,10000.0,Trong nước,Hatchback,Số tay,Xăng,1.2,5.0,110
kia,carnival,2021,Xe đã dùng,40000.0,,Van/Minivan,Số tự động,Dầu,2.2,8.0,1320
toyota,vios,2009,Xe đã dùng,68000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,208
mercedes benz,eclass,2015,Xe đã dùng,100000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,665
mercedes benz,glc,2017,Xe đã dùng,40000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1460
kia,morning,2014,Xe đã dùng,81000.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.2,5.0,189
daewoo,lacetti,2004,Xe đã dùng,290000.0,Trong nước,Sedan,Số tay,Xăng,1.6,5.0,60
bmw,dòngkhác,2021,Xe đã dùng,17000.0,Nhập khẩu,,Số tự động,Xăng,,,2680
hyundai,starex,2010,Xe đã dùng,1.0,Nhập khẩu,Van/Minivan,Số tay,Xăng,2.5,6.0,318
toyota,innova,2019,Xe đã dùng,,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,8.0,595
mercedes benz,glc,2020,Xe đã dùng,50000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1550
mazda,3,2022,Xe đã dùng,,Trong nước,Hatchback,Số tự động,Xăng,1.5,5.0,610
mercedes benz,sprinter,2009,Xe đã dùng,23000.0,Nhập khẩu,Van/Minivan,Số tay,Dầu,2.2,16.0,128
ford,fiesta,2011,Xe đã dùng,123000.0,Trong nước,Hatchback,Số tay,Xăng,1.0,5.0,175
vinfast,1083,2022,Xe đã dùng,11000.0,Trong nước,,Số tự động,Xăng,2.0,,650
lexus,rx,2022,Xe đã dùng,15000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,7.0,3190
zotye,dòngkhác,2018,Xe đã dùng,88000.0,Nhập khẩu,,Số tự động,Xăng,,,375
toyota,fortuner,2020,Xe đã dùng,52000.0,,SUV /Crossover,Số tự động,Dầu,2.4,7.0,920
chevrolet,captiva,2007,Xe đã dùng,100000.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,2.4,7.0,175
chevrolet,lacetti,2010,Xe đã dùng,95000.0,,Sedan,Số tay,Xăng,1.6,5.0,17
kia,k3,2022,Xe đã dùng,34000.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,586
kia,k3,2016,Xe đã dùng,67000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,372
chevrolet,colorado,2018,Xe đã dùng,26000.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,495
isuzu,hilander,2007,Xe đã dùng,86000.0,Trong nước,,Số tay,Dầu,,,138
lexus,nx,2018,Xe đã dùng,36000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,5.0,2060
kia,sorento,2021,Xe đã dùng,33000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,6.0,850
fiat,dòngkhác,2005,Xe đã dùng,176.0,Trong nước,,Số tay,Xăng,,,85
hyundai,elantra,2019,Xe đã dùng,40000.0,Trong nước,Sedan,Số tự động,Xăng,1.6,5.0,545
audi,a5,2013,Xe đã dùng,90000.0,Nhập khẩu,Sedan,Số hỗn hợp,Xăng,2.0,5.0,580
toyota,innova,2017,Xe đã dùng,109999.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,455
suzuki,xl7,2022,Xe đã dùng,50000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,510
toyota,camry,2018,Xe đã dùng,,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,650
vinfast,1083,2021,Xe đã dùng,86000.0,Trong nước,,Số tự động,Xăng,2.0,,800
toyota,innova,2016,Xe đã dùng,90000.0,,SUV /Crossover,Số tay,Xăng,2.0,8.0,295
toyota,alphard,2021,Xe đã dùng,40000.0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,3.5,7.0,3639
chevrolet,spark,2016,Xe đã dùng,130000.0,Trong nước,Hatchback,Số tay,Xăng,0.8,5.0,133
hyundai,sonata,2012,Xe đã dùng,12000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,348
hyundai,santafe,2020,Xe đã dùng,45000.0,,SUV /Crossover,Số tự động,Dầu,2.2,7.0,890
hyundai,i10,2021,Xe đã dùng,4800.0,Trong nước,Sedan,Số tay,Xăng,1.2,5.0,368
kia,soluto,2019,Xe đã dùng,40000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.4,5.0,340
kia,morning,2015,Xe đã dùng,200000.0,Trong nước,Hatchback,Số tay,Xăng,1.2,5.0,118
ford,ranger,2023,Xe mới,0.0,Trong nước,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,904
mercedes benz,sclass,2015,Xe đã dùng,80000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,3800
honda,city,2017,Xe đã dùng,70000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,398
toyota,fortuner,2019,Xe đã dùng,92000.0,,SUV /Crossover,Số tự động,Dầu,2.4,7.0,830
porsche,cayenne,2010,Xe đã dùng,27000.0,,SUV /Crossover,Số tự động,Xăng,4.8,5.0,1680
chevrolet,colorado,2017,Xe đã dùng,120000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,400
mercedes benz,sclass,2021,Xe đã dùng,11000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,4199
toyota,innova,2016,Xe đã dùng,83000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,8.0,530
toyota,innova,2013,Xe đã dùng,100000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,225
toyota,avanza,2020,Xe đã dùng,86999.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.3,7.0,385
hyundai,starex,2017,Xe đã dùng,90000.0,Nhập khẩu,Van/Minivan,Số tay,Dầu,2.5,6.0,675
honda,odyssey,1995,Xe đã dùng,303000.0,Nhập khẩu,,Số tự động,Xăng,,,163
toyota,camry,2015,Xe đã dùng,120000.0,,Sedan,Số tự động,Xăng,2.5,5.0,510
hyundai,accent,2020,Xe đã dùng,51000.0,,Sedan,Số tự động,Xăng,1.4,5.0,410
ford,transit,2016,Xe đã dùng,130000.0,Nhập khẩu,Van/Minivan,Số tay,Dầu,2.2,16.0,478
bmw,i8,2015,Xe đã dùng,35000.0,Nhập khẩu,Coupe,Số tự động,Động cơ Hybrid,1.5,4.0,3390
hyundai,avante,2013,Xe đã dùng,81999.0,,Sedan,Số tự động,Xăng,1.6,5.0,275
kia,seltos,2020,Xe đã dùng,26000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.4,5.0,585
mitsubishi,xpander,2022,Xe đã dùng,25000.0,,SUV /Crossover,Số tự động,Xăng,1.5,7.0,610
toyota,innova,2012,Xe đã dùng,90000.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,2.0,8.0,255
toyota,fortuner,2018,Xe đã dùng,104000.0,Nhập khẩu,SUV /Crossover,Số tay,Dầu,2.4,7.0,760
lexus,rx,2018,Xe đã dùng,60000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,7.0,2550
mazda,3,2017,Xe đã dùng,60000.0,Trong nước,Hatchback,Số tự động,Xăng,1.5,5.0,430
mitsubishi,xpander,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,532
honda,civic,2014,Xe đã dùng,70000.0,Trong nước,Sedan,Số tự động,Xăng,1.8,5.0,375
hyundai,i10,2019,Xe đã dùng,13000.0,Trong nước,Sedan,Số tay,Xăng,1.2,5.0,318
smart,fortwo,2006,Xe đã dùng,12456.0,Nhập khẩu,Hatchback,Số tự động,Xăng,1.0,2.0,350
toyota,corollaaltis,2022,Xe đã dùng,12000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.8,5.0,695
hyundai,accent,2022,Xe đã dùng,3800.0,Trong nước,Sedan,Số tay,Xăng,1.4,5.0,438
hyundai,i10,2016,Xe đã dùng,87000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.0,5.0,225
mazda,2,2022,Xe đã dùng,12000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,468
mitsubishi,pajerosport,2021,Xe đã dùng,7700.0,Nhập khẩu,,Số tự động,Dầu,2.5,,1186
mazda,cx5,2021,Xe đã dùng,32000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.5,5.0,790
toyota,innova,2016,Xe đã dùng,98000.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,366
mercedes benz,glb,2021,Xe đã dùng,18000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.0,7.0,1500
kia,sorento,2017,Xe đã dùng,83000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.4,6.0,598
vinfast,vf6,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Điện,0.0,5.0,675
kia,sedona,2016,Xe đã dùng,65000.0,Trong nước,Van/Minivan,Số tự động,Xăng,3.3,7.0,577
kia,morning,2019,Xe đã dùng,40000.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,328
hyundai,starex,2016,Xe đã dùng,110000.0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,2.5,6.0,585
hyundai,tucson,2018,Xe đã dùng,90000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.6,5.0,676
toyota,camry,2011,Xe đã dùng,120000.0,Trong nước,Sedan,Số tự động,Xăng,2.4,5.0,399
lexus,es,2015,Xe đã dùng,58000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.5,5.0,1320
ford,ranger,2017,Xe đã dùng,680000.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.2,5.0,508
chevrolet,spark,2016,Xe đã dùng,100000.0,Nhập khẩu,Hatchback,Số tay,Xăng,0.8,5.0,97
hyundai,santafe,2021,Xe đã dùng,33000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.2,7.0,1188
mercedes benz,glk,2013,Xe đã dùng,78000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,5.0,590
volkswagen,multivan,2023,Xe mới,0.0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,,,50
ford,everest,2013,Xe đã dùng,120000.0,,SUV /Crossover,Số tay,Dầu,2.5,7.0,418
lexus,lx,2016,Xe đã dùng,750000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.4,7.0,4750
chevrolet,vivant,2010,Xe đã dùng,90.0,,SUV /Crossover,Số tay,Xăng,2.0,7.0,199
toyota,innova,2017,Xe đã dùng,68000.0,,SUV /Crossover,Số tay,Xăng,2.0,8.0,450
chevrolet,cruze,2017,Xe đã dùng,80000.0,Nhập khẩu,Sedan,Số tay,Xăng,1.6,5.0,258
chevrolet,cruze,2010,Xe đã dùng,78000.0,,Sedan,Số tay,Xăng,1.6,5.0,195
mercedes benz,cclass,2022,Xe đã dùng,10000.0,Trong nước,Sedan,Số tự động,Xăng,3.0,5.0,1820
bmw,5,2014,Xe đã dùng,53000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,730
suzuki,xl7,2020,Xe đã dùng,30000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,465
ford,everest,2019,Xe đã dùng,60000.0,Trong nước,SUV /Crossover,Số tự động,Dầu,2.0,7.0,910
lexus,rx,2020,Xe đã dùng,59000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.5,7.0,2950
mitsubishi,xpander,2021,Xe đã dùng,35000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,545
ford,escape,2010,Xe đã dùng,100000.0,,SUV /Crossover,Số tự động,Xăng,2.3,5.0,265
hyundai,accent,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.4,5.0,112
toyota,corollaaltis,2019,Xe đã dùng,67000.0,Trong nước,Sedan,Số tự động,Xăng,1.8,5.0,570
hyundai,accent,2018,Xe đã dùng,45000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.4,5.0,365
lexus,gx,2012,Xe đã dùng,61000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,4.7,7.0,1860
toyota,fortuner,2009,Xe đã dùng,90.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,2.4,7.0,335
ford,everest,2022,Xe đã dùng,35000.0,,SUV /Crossover,Số tự động,Dầu,2.5,7.0,999
toyota,previa,1991,Xe đã dùng,250000.0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,2.4,7.0,115
kia,seltos,2021,Xe đã dùng,20000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.4,5.0,599
hyundai,accent,2011,Xe đã dùng,99000.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.4,5.0,259
honda,city,2015,Xe đã dùng,120000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,340
isuzu,hilander,2007,Xe đã dùng,100000.0,Nhập khẩu,,Số tay,Dầu,,,195
mitsubishi,pajero,2010,Xe đã dùng,120000.0,Nhập khẩu,SUV /Crossover,Số tay,Xăng,3.0,7.0,225
mitsubishi,lancer,2005,Xe đã dùng,17000.0,Trong nước,Sedan,Số tự động,Xăng,2.0,5.0,145
mitsubishi,attrage,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tay,Xăng,1.2,5.0,340
toyota,innova,2008,Xe đã dùng,190855.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,120
mercedes benz,sclass,2020,Xe đã dùng,29999.0,Trong nước,Sedan,Số tự động,Xăng,3.0,5.0,2750
toyota,landcruiserprado,2020,Xe đã dùng,89000.0,Nhập khẩu,,Số tự động,Xăng,,,2135
toyota,innova,2014,Xe đã dùng,100000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,8.0,385
mitsubishi,grandis,2005,Xe đã dùng,100000.0,,SUV /Crossover,Số tự động,Xăng,2.4,7.0,195
mg,5,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,399
kia,cerato,2021,Xe đã dùng,46000.0,,Sedan,Số tay,Xăng,1.6,5.0,455
mitsubishi,xpander,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,120
mercedes benz,sclass,2018,Xe đã dùng,50000.0,Nhập khẩu,Sedan,Số tự động,Xăng,3.0,5.0,2550
hyundai,accent,2022,Xe đã dùng,20000.0,Trong nước,Sedan,Số tự động,Xăng,1.4,5.0,475
honda,crv,2021,Xe đã dùng,46000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.4,5.0,865
toyota,avanza,2022,Xe đã dùng,34100.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.5,7.0,540
ford,mustang,2015,Xe đã dùng,41000.0,,SUV /Crossover,Số tay,Xăng,0.0,4.0,1980
maserati,levante,2016,Xe đã dùng,35000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,5.0,2499
volkswagen,tiguan,2020,Xe đã dùng,40000.0,,SUV /Crossover,Số tự động,Xăng,2.0,7.0,1150
honda,civic,2023,Xe mới,0.0,Nhập khẩu,Sedan,Số tự động,Xăng,1.5,5.0,770
mercedes benz,glc,2018,Xe đã dùng,60000.0,,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1135
ford,ranger,2021,Xe đã dùng,42700.0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,2.0,5.0,569
mercedes benz,cla,2015,Xe đã dùng,50000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,666
audi,q3,2021,Xe đã dùng,18000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.4,5.0,1600
vinfast,vf8,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Điện,0.0,5.0,957
toyota,innova,2014,Xe đã dùng,95658.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.0,8.0,295
mercedes benz,glc,2019,Xe đã dùng,11999.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1199
mercedes benz,glc,2018,Xe đã dùng,20000.0,,SUV /Crossover,Số tự động,Xăng,2.0,5.0,1030
honda,city,2018,Xe đã dùng,60000.0,,Sedan,Số tự động,Xăng,1.5,5.0,390
ford,everest,2023,Xe mới,0.0,Nhập khẩu,SUV /Crossover,Số tự động,Dầu,2.5,7.0,1393
toyota,avanza,2023,Xe mới,0.0,Trong nước,SUV /Crossover,Số tự động,Xăng,1.3,7.0,534
peugeot,2008,2022,Xe đã dùng,26000.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,1.2,5.0,710
nissan,navara,2017,Xe đã dùng,11600.0,,Bán tải / Pickup,Số tự động,Dầu,2.5,5.0,415
audi,q8,2020,Xe đã dùng,38933.0,Nhập khẩu,SUV /Crossover,Số tự động,Xăng,3.0,5.0,3100
mazda,cx8,2019,Xe đã dùng,46000.0,Trong nước,SUV /Crossover,Số tự động,Xăng,2.5,7.0,739
toyota,vios,2022,Xe đã dùng,46000.0,Trong nước,Sedan,Số tự động,Xăng,1.5,5.0,445
ford,focus,2017,Xe đã dùng,60000.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,370
mercedes benz,cclass,2018,Xe đã dùng,69000.0,Trong nước,Sedan,Số tự động,Xăng,3.0,5.0,935
audi,a6,2022,Xe đã dùng,7242.0,Nhập khẩu,Sedan,Số tự động,Xăng,2.0,5.0,2100
suzuki,swift,2015,Xe đã dùng,60000.0,Trong nước,Hatchback,Số tự động,Xăng,1.2,5.0,305
honda,crv,2021,Xe đã dùng,49500.0,Trong nước,SUV /Crossover,Số tay,Xăng,2.4,5.0,855
