Tên xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Động cơ,Màu ngoại thất,Màu nội thất,Dẫn động,Số chỗ ngồi,Giá xe
Xe Lexus ES 300h,2022,Xe đã dùng,"10,000 Km",Nhập khẩu,Sedan,Số tự động,Hybrid  2.5 L,Đen,Nâu,FWD - Dẫn động cầu trước,5 chỗ,2 Tỷ 990 Triệu
Xe Mitsubishi Outlander 2.0 CVT,2018,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đỏ,Kem,FWD - Dẫn động cầu trước,7 chỗ,555 Triệu
Xe Ford EcoSport Titanium 1.0 EcoBoost,2020,Xe đã dùng,"35,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.0 L,Xám,Đen,FWD - Dẫn động cầu trước,5 chỗ,479 Triệu
Xe Mazda 3 1.5 AT,2018,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,470 Triệu
Xe Toyota Vios 1.5E CVT,2020,Xe đã dùng,"38,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,440 Triệu
Xe Mitsubishi Triton 4x2 AT,2023,Xe mới,Xe mới,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.4 L,Đen,Đen,RFD - Dẫn động cầu sau,5 chỗ,650 Triệu
Xe VinFast VF e34 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Crossover,Số tự động,Điện  0.1 L,Xanh,Đen,FWD - Dẫn động cầu trước,5 chỗ,710 Triệu
Xe Ford Ranger XLS 2.0L 4x2 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Đen,Đen,RFD - Dẫn động cầu sau,5 chỗ,677 Triệu
Xe Hyundai Mighty 75s xe thùng inox,2022,Xe mới,Xe mới,Lắp ráp trong nước,Truck,Số tay,Dầu,Trắng,-,RFD - Dẫn động cầu sau,3 chỗ,722 Triệu
Xe Kia Sonet Premium 1.5 AT,2022,Xe đã dùng,"2,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  1.5 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,585 Triệu
Xe Toyota Camry 2.0Q,2023,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đỏ,Kem,FWD - Dẫn động cầu trước,5 chỗ,1 Tỷ 220 Triệu
Xe Mercedes Benz E class E300 AMG,2021,Xe đã dùng,"33,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Trắng,Đen,RFD - Dẫn động cầu sau,5 chỗ,2 Tỷ 199 Triệu
Xe LandRover Range Rover SVAutobiography LWB 3.0 I6,2020,Xe đã dùng,"27,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Nhiều màu,Nâu,AWD - 4 bánh toàn thời gian,4 chỗ,8 Tỷ 990 Triệu
Xe Mazda 3 1.5L Luxury,2019,Xe đã dùng,"26,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,495 Triệu
Xe Mercedes Benz C class C300 AMG,2021,Xe đã dùng,"24,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Nâu,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 499 Triệu
Xe Honda City RS 1.5 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,569 Triệu
Xe Hyundai Stargazer Đặc biệt 1.5 AT,2023,Xe mới,Xe mới,Nhập khẩu,Van/Minivan,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,7 chỗ,533 Triệu
Xe Kia Cerato 1.6 AT,2016,Xe đã dùng,"140,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.6 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,390 Triệu
Xe BMW 5 Series 520i,2018,Xe đã dùng,"51,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  1.6 L,Trắng,Kem,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 279 Triệu
Xe Nissan X trail V Series 2.5 SV Luxury 4WD,2018,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Đỏ,Đen,4WD - Dẫn động 4 bánh,7 chỗ,599 Triệu
Xe Suzuki Ertiga Sport 1.5 AT,2021,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,7 chỗ,499 Triệu
Xe LandRover Range Rover Autobiography 5.0,2015,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  5.0 L,Trắng,Đỏ,AWD - 4 bánh toàn thời gian,4 chỗ,3 Tỷ 450 Triệu
Xe Mercedes Benz GLC 300 4Matic,2016,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,999 Triệu
Xe Toyota Camry LE 2.5,2010,Xe đã dùng,"100,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.5 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,455 Triệu
Xe Kia Morning EX,2016,Xe đã dùng,0 Km,Lắp ráp trong nước,Hatchback,Số tay,Xăng  1.25 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,195 Triệu
Xe BMW 5 Series 528i GT,2015,Xe đã dùng,"60,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Trắng,Nâu,RFD - Dẫn động cầu sau,5 chỗ,939 Triệu
Xe Hyundai Grand Starex Van 2.5 MT,2015,Xe đã dùng,"10,000 Km",Nhập khẩu,Van/Minivan,Số tay,Dầu  2.5 L,Ghi,Đen,RFD - Dẫn động cầu sau,6 chỗ,480 Triệu
Xe LandRover Range Rover Autobiography 5.0,2014,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.0 L,Trắng,Nâu,AWD - 4 bánh toàn thời gian,4 chỗ,2 Tỷ 800 Triệu
Xe Chevrolet Colorado LT 2.5L 4x2 AT,2019,Xe đã dùng,0 Km,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.5 L,Đen,Nhiều màu,RFD - Dẫn động cầu sau,5 chỗ,430 Triệu
Xe Hyundai Accent 1.4 AT,2020,Xe đã dùng,"28,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.4 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,435 Triệu
Xe Mercedes Benz C class C300 AMG,2019,Xe đã dùng,"22,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Đen,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 239 Triệu
Xe VinFast Lux SA 2.0 2.0 AT,2020,Xe đã dùng,"35,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Nâu,RFD - Dẫn động cầu sau,7 chỗ,690 Triệu
Xe Mercedes Benz S class S450L Luxury,2019,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tự động,Xăng  3.0 L,Đen,Nâu,RFD - Dẫn động cầu sau,5 chỗ,2 Tỷ 790 Triệu
Xe Suzuki Super Carry Truck 1.0 MT,2022,Xe mới,Xe mới,Lắp ráp trong nước,Truck,Số tay,Xăng  1.0 L,Xanh,Đen,RFD - Dẫn động cầu sau,2 chỗ,249 Triệu
Xe Lexus LX 570 Super Sport,2015,Xe đã dùng,"51,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  5.7 L,Vàng,Đen,AWD - 4 bánh toàn thời gian,7 chỗ,4 Tỷ 690 Triệu
Xe Jaguar XJ series XJ 2.0 Premium Luxury,2015,Xe đã dùng,"55,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đen,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 400 Triệu
Xe Toyota Hilux 2.8G 4x4 AT,2018,Xe đã dùng,"60,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.8 L,Trắng,Đen,4WD - Dẫn động 4 bánh,5 chỗ,715 Triệu
Xe Mercedes Benz S class S450 4Matic Luxury,2023,Xe đã dùng,20 Km,Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Đen,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,5 Tỷ 489 Triệu
Xe Toyota Corolla Cross 1.8V,2022,Xe đã dùng,"13,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.8 L,Đen,Nâu,FWD - Dẫn động cầu trước,5 chỗ,810 Triệu
Xe Lexus RX 350 Premium,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  2.4 L,Bạc,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,3 Tỷ 430 Triệu
Xe Lexus RX 300,2021,Xe đã dùng,"7,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Cát,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,3 Tỷ
Xe Toyota Prado VX 2.7L,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  2.7 L,Trắng,Kem,4WD - Dẫn động 4 bánh,7 chỗ,2 Tỷ 628 Triệu
Xe VinFast Lux A 2.0 2.0 AT,2020,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Xanh,Ghi,RFD - Dẫn động cầu sau,5 chỗ,538 Triệu
Xe Toyota Prado VX 2.7L,2020,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.7 L,Đồng,Kem,4WD - Dẫn động 4 bánh,7 chỗ,2 Tỷ 35 Triệu
Xe Lexus GX 470,2008,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  4.7 L,Trắng,Xám,AWD - 4 bánh toàn thời gian,7 chỗ,970 Triệu
Xe Ford EcoSport Titanium 1.5 AT,2021,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,498 Triệu
Xe Mazda 3 1.5L Sport Luxury,2020,Xe đã dùng,"8,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.5 L,Xám,Đen,FWD - Dẫn động cầu trước,5 chỗ,539 Triệu
Xe LandRover Range Rover Sport HSE,2014,Xe đã dùng,"62,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Trắng,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 990 Triệu
Xe Lexus RX 350 AWD,2014,Xe đã dùng,"120,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.5 L,Đen,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 450 Triệu
Xe Toyota Prado TXL 2.7L,2012,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  2.7 L,Đen,Đen,4WD - Dẫn động 4 bánh,7 chỗ,838 Triệu
Xe Mazda 3 1.5 AT,2018,Xe đã dùng,"51,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Xanh,Ghi,FWD - Dẫn động cầu trước,5 chỗ,450 Triệu
Xe Mercedes Benz C class C200 Exclusive,2019,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Kem,RFD - Dẫn động cầu sau,5 chỗ,950 Triệu
Xe Mercedes Benz G class G63 AMG,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  4.0 L,Đen,Đỏ,AWD - 4 bánh toàn thời gian,5 chỗ,11 Tỷ 800 Triệu
Xe Toyota Vios 1.5G,2014,Xe đã dùng,"63,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Bạc,Đen,FWD - Dẫn động cầu trước,5 chỗ,348 Triệu
Xe Peugeot 5008 Allure 1.6 AT,2020,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng  1.6 L,Trắng,Đen,FWD - Dẫn động cầu trước,7 chỗ,731 Triệu
Xe Toyota 86 2.0 AT,2012,Xe đã dùng,"58,000 Km",Nhập khẩu,Coupe,Số tự động,Xăng  2.0 L,Cam,Nhiều màu,RFD - Dẫn động cầu sau,4 chỗ,790 Triệu
Xe Kia Morning SLX 1.0 AT,2008,Xe đã dùng,0 Km,Nhập khẩu,Hatchback,Số tự động,Xăng  1.0 L,Bạc,Màu khác,FWD - Dẫn động cầu trước,5 chỗ,115 Triệu
Xe VinFast Lux A 2.0 Plus 2.0 AT,2021,Xe đã dùng,"29,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Xanh,Nâu,RFD - Dẫn động cầu sau,5 chỗ,625 Triệu
Xe BMW 4 Series 430i Gran Coupe M Sport,2023,Xe mới,Xe mới,Nhập khẩu,Coupe,Số tự động,Xăng  2.0 L,Xanh,-,RFD - Dẫn động cầu sau,4 chỗ,3 Tỷ 29 Triệu
Xe Mercedes Benz C class C300 AMG,2016,Xe đã dùng,"64,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đỏ,Đen,RFD - Dẫn động cầu sau,5 chỗ,860 Triệu
Xe Ford Ranger Raptor 2.0L 4x4 AT,2023,Xe mới,Xe mới,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Đỏ,Đen,4WD - Dẫn động 4 bánh,5 chỗ,1 Tỷ 299 Triệu
Xe Ford Everest Titanium 2.0L 4x2 AT,2019,Xe đã dùng,"76,000 Km",Nhập khẩu,SUV,Số tự động,Dầu  2.0 L,Xanh,Đen,RFD - Dẫn động cầu sau,7 chỗ,875 Triệu
Xe Lexus RX 300,2018,Xe đã dùng,"98,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Xanh,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 95 Triệu
Xe Kia Sedona 2.2 DAT Luxury,2020,Xe đã dùng,"69,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu  2.2 L,Trắng,Kem,FWD - Dẫn động cầu trước,7 chỗ,945 Triệu
Xe VinFast Fadil 1.4 AT Plus,2020,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.4 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,315 Triệu
Xe Lexus GX 460,2010,Xe đã dùng,"100,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  4.6 L,Đen,Đen,AWD - 4 bánh toàn thời gian,7 chỗ,1 Tỷ 380 Triệu
Xe LandRover Range Rover Sport HSE,2014,Xe đã dùng,"60,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  3.0 L,Trắng,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 800 Triệu
Xe Toyota RAV4 Limited 2.4 AT,2008,Xe đã dùng,0 Km,Nhập khẩu,SUV,Số tự động,Xăng  2.4 L,Đen,Kem,FWD - Dẫn động cầu trước,7 chỗ,370 Triệu
Xe Mercedes Benz GLC 300 4Matic,2021,Xe đã dùng,"40,233 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 850 Triệu
Xe Toyota Yaris 1.5G,2018,Xe đã dùng,"50,000 Km",Nhập khẩu,Hatchback,Số tự động,Xăng  1.5 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,465 Triệu
Xe Kia Morning Luxury,2019,Xe đã dùng,"41,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.25 L,Đỏ,Kem,FWD - Dẫn động cầu trước,5 chỗ,312 Triệu
Xe Volvo S90 Inscription T6,2020,Xe đã dùng,"11,111 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Trắng,Nâu,FWD - Dẫn động cầu trước,5 chỗ,1 Tỷ 578 Triệu
Xe Volkswagen Touareg Luxury 2.0 TSI,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Xanh,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 699 Triệu
Xe MG 5 Luxury 1.5 AT,2023,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Xăng  1.5 L,Đỏ,-,FWD - Dẫn động cầu trước,5 chỗ,495 Triệu
Xe Kia Carnival Premium 2.2D,2022,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu  2.2 L,Xanh,Nâu,FWD - Dẫn động cầu trước,7 chỗ,1 Tỷ 228 Triệu
Xe Hyundai Tucson 2.0 AT Đặc biệt,2021,Xe đã dùng,"38,000 Km",Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,755 Triệu
Xe Mercedes Benz GLC 300 4Matic,2023,Xe đã dùng,"2,899 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 638 Triệu
Xe Mazda 3 1.5L Sport Luxury,2019,Xe đã dùng,"61,140 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,510 Triệu
Xe LandRover Range Rover Velar R-Dynamic SE 2.0,2019,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Xanh,Nhiều màu,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 599 Triệu
Xe Mazda CX5 2.5 Signature Premium 2WD,2020,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,695 Triệu
Xe Toyota Hiace 2.7,2016,Xe đã dùng,"86,000 Km",Nhập khẩu,Van/Minivan,Số tay,Xăng  2.7 L,Bạc,Xám,RFD - Dẫn động cầu sau,16 chỗ,520 Triệu
Xe Toyota Corolla Cross 1.8V,2022,Xe đã dùng,"27,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  1.8 L,Xám,Nâu,FWD - Dẫn động cầu trước,5 chỗ,770 Triệu
Xe Chevrolet Orlando LT 1.8,2018,Xe đã dùng,0 Km,Lắp ráp trong nước,SUV,Số tay,Xăng  1.8 L,Trắng,-,FWD - Dẫn động cầu trước,7 chỗ,385 Triệu
Xe Mazda CX5 Premium 2.0 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đỏ,-,FWD - Dẫn động cầu trước,5 chỗ,829 Triệu
Xe Volvo S90 Ultimate LWB B6 AWD,2023,Xe mới,Xe mới,Nhập khẩu,Sedan,Số tự động,Xăng  2.0 L,Đen,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,2 Tỷ 41 Triệu
Xe Ford EcoSport Titanium 1.5L AT,2017,Xe đã dùng,"70,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Xám,Đen,FWD - Dẫn động cầu trước,5 chỗ,364 Triệu
Xe Mercedes Benz GLC 200 4Matic,2020,Xe đã dùng,"43,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Trắng,Kem,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 485 Triệu
Xe Toyota RAV4 2.4 AT AWD,2008,Xe đã dùng,"100,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.4 L,Cát,Cát,AWD - 4 bánh toàn thời gian,7 chỗ,335 Triệu
Xe Hyundai SantaFe Cao cấp 2.2L HTRAC,2023,Xe mới,Xe mới,Lắp ráp trong nước,SUV,Số tự động,Dầu  2.2 L,Xanh,Nâu,AWD - 4 bánh toàn thời gian,7 chỗ,1 Tỷ 182 Triệu
Xe Mercedes Benz C class C200 Exclusive,2018,Xe đã dùng,"42,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Hybrid  1.5 L,Trắng,Đen,RFD - Dẫn động cầu sau,5 chỗ,999 Triệu
Xe Audi S8 4.0 TFSI Quattro,2020,Xe đã dùng,"20,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  4.0 L,Trắng,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,8 Tỷ 489 Triệu
Xe Hyundai Tucson 2.0 AT Tiêu chuẩn,2023,Xe mới,Xe mới,Lắp ráp trong nước,Crossover,Số tự động,Xăng  2.0 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,755 Triệu
Xe Toyota Camry 2.5Q,2019,Xe đã dùng,"51,873 Km",Nhập khẩu,Sedan,Số tự động,Xăng  2.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,990 Triệu
Xe Honda City 1.5TOP,2018,Xe đã dùng,"48,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,Nâu,FWD - Dẫn động cầu trước,5 chỗ,415 Triệu
Xe Subaru Forester 2.0i-L EyeSight,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Đồng,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,819 Triệu
Xe Toyota Corolla altis 1.8G MT,2016,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Số tay,Xăng  1.8 L,Đen,Kem,FWD - Dẫn động cầu trước,5 chỗ,420 Triệu
Xe Kia Morning Si MT,2017,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Hatchback,Số tay,Xăng  1.25 L,Bạc,Ghi,FWD - Dẫn động cầu trước,5 chỗ,255 Triệu
Xe Bentley Flying Spur Speed,2008,Xe đã dùng,"100,000 Km",Nhập khẩu,Sedan,Số tự động,Xăng  6.0 L,Đen,Đen,RFD - Dẫn động cầu sau,5 chỗ,1 Tỷ 650 Triệu
Xe Hyundai i10 Grand 1.2 MT,2016,Xe đã dùng,0 Km,Nhập khẩu,Hatchback,Số tay,Xăng  1.25 L,Trắng,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,225 Triệu
Xe Ford Ranger Wildtrak 3.2L 4x4 AT,2015,Xe đã dùng,"100,000 Km",Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  3.2 L,Cam,Nhiều màu,4WD - Dẫn động 4 bánh,5 chỗ,465 Triệu
Xe Maserati Ghibli 3.0 V6,2018,Xe đã dùng,"12,686 Km",Nhập khẩu,Sedan,Số tự động,Xăng  3.0 L,Xanh,Nâu,AWD - 4 bánh toàn thời gian,5 chỗ,3 Tỷ 990 Triệu
Xe Honda City 1.5,2019,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,395 Triệu
Xe Ford Focus Trend 1.5L,2019,Xe đã dùng,"52,000 Km",Lắp ráp trong nước,Hatchback,Số tự động,Xăng  1.5 L,Đỏ,Nhiều màu,FWD - Dẫn động cầu trước,5 chỗ,450 Triệu
Xe Ford EcoSport Titanium 1.5L AT,2019,Xe đã dùng,"59,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  1.5 L,Trắng,Đen,FWD - Dẫn động cầu trước,5 chỗ,449 Triệu
Xe Kia Carens EXMT,2015,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,Crossover,Số tay,Xăng  2.0 L,Bạc,Bạc,FWD - Dẫn động cầu trước,7 chỗ,239 Triệu
Xe Ford Ranger Limited 2.0L 4x4 AT,2022,Xe đã dùng,0 Km,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Trắng,Đen,4WD - Dẫn động 4 bánh,5 chỗ,635 Triệu
Xe Ford Ranger XLS 2.0L 4x2 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Cam,Đen,RFD - Dẫn động cầu sau,5 chỗ,677 Triệu
Xe Toyota Innova 2.0E,2017,Xe đã dùng,"88,123 Km",Lắp ráp trong nước,Crossover,Số tay,Xăng  2.0 L,Bạc,Nâu,RFD - Dẫn động cầu sau,8 chỗ,425 Triệu
Xe Mazda CX5 Deluxe 2.0 AT,2022,Xe đã dùng,"10,000 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đỏ,Đen,FWD - Dẫn động cầu trước,5 chỗ,710 Triệu
Xe Mercedes Benz E class E300 AMG,2021,Xe đã dùng,"18,000 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  2.0 L,Đen,Nâu,RFD - Dẫn động cầu sau,5 chỗ,2 Tỷ 199 Triệu
Xe Ford Ranger Wildtrak 2.0L 4x4 AT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu  2.0 L,Trắng,Đen,4WD - Dẫn động 4 bánh,5 chỗ,965 Triệu
Xe Toyota Vios G 1.5 CVT,2023,Xe mới,Xe mới,Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.5 L,Đen,Đen,FWD - Dẫn động cầu trước,5 chỗ,592 Triệu
Xe Toyota Alphard Luxury Executive Lounge,2021,Xe đã dùng,"37,000 Km",Nhập khẩu,Van/Minivan,Số tự động,Xăng  3.5 L,Đen,Đen,FWD - Dẫn động cầu trước,7 chỗ,3 Tỷ 850 Triệu
Xe Kia Soluto 1.4 AT Deluxe,2020,Xe đã dùng,"39,568 Km",Lắp ráp trong nước,Sedan,Số tự động,Xăng  1.4 L,Trắng,Kem,FWD - Dẫn động cầu trước,5 chỗ,350 Triệu
Xe Mitsubishi Triton Athlete 4x2 AT,2023,Xe mới,Xe mới,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu  2.4 L,Đen,Nhiều màu,RFD - Dẫn động cầu sau,5 chỗ,690 Triệu
Xe Mitsubishi Xpander Premium 1.5 AT,2023,Xe mới,Xe mới,Nhập khẩu,SUV,Số tự động,Xăng  1.5 L,Đỏ,Đen,FWD - Dẫn động cầu trước,7 chỗ,658 Triệu
Xe Mercedes Benz GLC 200 4Matic,2021,Xe đã dùng,"22,400 Km",Lắp ráp trong nước,SUV,Số tự động,Xăng  2.0 L,Đen,Đen,AWD - 4 bánh toàn thời gian,5 chỗ,1 Tỷ 599 Triệu
Xe Volkswagen New Beetle 2.5 AT,2008,Xe đã dùng,"78,500 Km",Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng  2.5 L,Vàng,Vàng,FWD - Dẫn động cầu trước,4 chỗ,590 Triệu
Xe Mitsubishi Outlander Sport 2.0 CVT Premium,2016,Xe đã dùng,"88,000 Km",Nhập khẩu,SUV,Số tự động,Xăng  2.0 L,Xám,Ghi,FWD - Dẫn động cầu trước,5 chỗ,450 Triệu
Xe Hyundai i10 Grand 1.2 MT Base,2020,Xe đã dùng,"68,000 Km",Lắp ráp trong nước,Sedan,Số tay,Xăng  1.25 L,Đen,Trắng,FWD - Dẫn động cầu trước,5 chỗ,265 Triệu
